Year,DwellRecType,DwellStatus,Area,Count
2006,99,11,103100,624
2006,99,11,103200,330
2006,99,11,103300,420
2006,99,11,103400,438
2006,99,11,103500,1254
2006,99,11,103600,180
2006,99,11,103700,324
2006,99,11,103800,369
2006,99,11,103900,609
2006,99,11,104000,168
2006,99,11,104100,399
2006,99,11,104200,240
2006,99,11,104300,510
2006,99,11,104400,234
2006,99,11,104500,423
2006,99,11,104600,447
2006,99,11,104700,243
2006,99,11,104800,540
2006,99,11,104900,756
2006,99,11,105000,..C
2006,99,11,105100,747
2006,99,11,105200,489
2006,99,11,105300,465
2006,99,11,105400,981
2006,99,11,105500,648
2006,99,11,105600,522
2006,99,11,105700,246
2006,99,11,105800,657
2006,99,11,105900,903
2006,99,11,106000,612
2006,99,11,106100,1020
2006,99,11,106200,780
2006,99,11,106300,486
2006,99,11,106400,600
2006,99,11,106500,1245
2006,99,11,106600,1440
2006,99,11,106700,354
2006,99,11,106800,1023
2006,99,11,106900,1143
2006,99,11,107000,1080
2006,99,11,107100,384
2006,99,11,107200,783
2006,99,11,107300,948
2006,99,11,107400,588
2006,99,11,107500,792
2006,99,11,107600,378
2006,99,11,107700,384
2006,99,11,107800,732
2006,99,11,107900,36
2006,99,11,108000,432
2006,99,11,108100,552
2006,99,11,108200,885
2006,99,11,108300,840
2006,99,11,108400,6
2006,99,11,108500,738
2006,99,11,108600,561
2006,99,11,108700,399
2006,99,11,108800,750
2006,99,11,108900,459
2006,99,11,109000,753
2006,99,11,109100,1326
2006,99,11,109200,636
2006,99,11,109300,1749
2006,99,11,109400,846
2006,99,11,109500,537
2006,99,11,109600,396
2006,99,11,109700,531
2006,99,11,109800,417
2006,99,11,109900,456
2006,99,11,110000,..C
2006,99,11,110100,150
2006,99,11,110200,504
2006,99,11,110300,..C
2006,99,11,110400,1032
2006,99,11,110500,633
2006,99,11,110600,36
2006,99,11,110700,693
2006,99,11,110800,480
2006,99,11,110900,390
2006,99,11,111000,..C
2006,99,11,111100,579
2006,99,11,111200,1002
2006,99,11,111300,822
2006,99,11,111400,309
2006,99,11,111500,585
2006,99,11,111600,591
2006,99,11,111700,1125
2006,99,11,111800,459
2006,99,11,111900,387
2006,99,11,112000,39
2006,99,11,112100,462
2006,99,11,112200,327
2006,99,11,112300,414
2006,99,11,112400,933
2006,99,11,112500,414
2006,99,11,112600,486
2006,99,11,112700,708
2006,99,11,112800,438
2006,99,11,112900,1284
2006,99,11,113000,1311
2006,99,11,113100,18
2006,99,11,113200,423
2006,99,11,113300,18
2006,99,11,113400,474
2006,99,11,113500,408
2006,99,11,113600,438
2006,99,11,113700,..C
2006,99,11,113800,108
2006,99,11,113900,624
2006,99,11,114000,1419
2006,99,11,114100,540
2006,99,11,114200,312
2006,99,11,114300,81
2006,99,11,114400,960
2006,99,11,114500,399
2006,99,11,114600,909
2006,99,11,114700,492
2006,99,11,114800,378
2006,99,11,114900,990
2006,99,11,115000,498
2006,99,11,115100,903
2006,99,11,115200,852
2006,99,11,115300,282
2006,99,11,115400,585
2006,99,11,115500,633
2006,99,11,115600,381
2006,99,11,115700,672
2006,99,11,115800,1248
2006,99,11,115900,408
2006,99,11,116000,480
2006,99,11,116100,516
2006,99,11,116200,528
2006,99,11,116300,225
2006,99,11,116400,486
2006,99,11,116500,48
2006,99,11,116600,582
2006,99,11,116700,588
2006,99,11,116800,1392
2006,99,11,116900,456
2006,99,11,117000,1242
2006,99,11,117100,390
2006,99,11,117200,1482
2006,99,11,117300,81
2006,99,11,117400,591
2006,99,11,117500,1053
2006,99,11,117600,906
2006,99,11,117700,1044
2006,99,11,117800,219
2006,99,11,117900,1269
2006,99,11,118000,582
2006,99,11,118100,1125
2006,99,11,118200,1314
2006,99,11,118300,1008
2006,99,11,118400,450
2006,99,11,118500,777
2006,99,11,118600,219
2006,99,11,118700,798
2006,99,11,118800,36
2006,99,11,118900,945
2006,99,11,119000,909
2006,99,11,119100,564
2006,99,11,119200,282
2006,99,11,119300,12
2006,99,11,119400,366
2006,99,11,119500,801
2006,99,11,119600,471
2006,99,11,119700,600
2006,99,11,119800,1227
2006,99,11,119900,666
2006,99,11,120000,735
2006,99,11,120100,162
2006,99,11,120200,324
2006,99,11,120300,1341
2006,99,11,120400,1023
2006,99,11,120500,921
2006,99,11,120600,861
2006,99,11,120700,828
2006,99,11,120800,879
2006,99,11,120900,825
2006,99,11,121000,1020
2006,99,11,121100,675
2006,99,11,121200,813
2006,99,11,121300,873
2006,99,11,121400,744
2006,99,11,121500,927
2006,99,11,121600,1068
2006,99,11,121700,189
2006,99,11,121800,1170
2006,99,11,121900,1206
2006,99,11,122000,489
2006,99,11,122100,918
2006,99,11,122200,906
2006,99,11,122300,963
2006,99,11,122400,1182
2006,99,11,122500,816
2006,99,11,122600,732
2006,99,11,122700,1011
2006,99,11,122800,1260
2006,99,11,122900,1248
2006,99,11,123000,1092
2006,99,11,123100,891
2006,99,11,123200,1011
2006,99,11,123300,1101
2006,99,11,123400,1170
2006,99,11,123500,42
2006,99,11,123600,1122
2006,99,11,123700,1542
2006,99,11,123800,1023
2006,99,11,123900,1065
2006,99,11,124000,1290
2006,99,11,124100,348
2006,99,11,124200,501
2006,99,11,124300,1062
2006,99,11,124400,1470
2006,99,11,124500,990
2006,99,11,124600,660
2006,99,11,124700,465
2006,99,11,124800,1149
2006,99,11,124900,849
2006,99,11,125000,537
2006,99,11,125100,72
2006,99,11,125200,1434
2006,99,11,125300,894
2006,99,11,125400,1212
2006,99,11,125500,1017
2006,99,11,125600,1092
2006,99,11,125700,669
2006,99,11,125800,1038
2006,99,11,125900,810
2006,99,11,126000,708
2006,99,11,126100,732
2006,99,11,126200,1275
2006,99,11,126300,1119
2006,99,11,126400,1158
2006,99,11,126500,1005
2006,99,11,126600,1431
2006,99,11,126700,1044
2006,99,11,126800,894
2006,99,11,126900,1038
2006,99,11,127000,1293
2006,99,11,127100,771
2006,99,11,127200,396
2006,99,11,127300,834
2006,99,11,127400,1086
2006,99,11,127500,441
2006,99,11,127600,678
2006,99,11,127700,828
2006,99,11,127800,498
2006,99,11,127900,885
2006,99,11,128000,390
2006,99,11,128100,729
2006,99,11,128200,1110
2006,99,11,128300,1125
2006,99,11,128400,777
2006,99,11,128500,1056
2006,99,11,128600,561
2006,99,11,128700,15
2006,99,11,128800,1443
2006,99,11,128900,1284
2006,99,11,129000,513
2006,99,11,129100,1260
2006,99,11,129200,1278
2006,99,11,129300,1071
2006,99,11,129400,1041
2006,99,11,129500,816
2006,99,11,129600,1065
2006,99,11,129700,1239
2006,99,11,129800,762
2006,99,11,129900,1557
2006,99,11,130000,636
2006,99,11,130100,963
2006,99,11,130200,936
2006,99,11,130300,1041
2006,99,11,130400,804
2006,99,11,130500,693
2006,99,11,130600,1116
2006,99,11,130700,1431
2006,99,11,130800,780
2006,99,11,130900,1281
2006,99,11,131000,663
2006,99,11,131100,1209
2006,99,11,131200,1314
2006,99,11,131300,444
2006,99,11,131400,621
2006,99,11,131500,1170
2006,99,11,131600,1035
2006,99,11,131700,1077
2006,99,11,131800,1728
2006,99,11,131900,810
2006,99,11,132000,1296
2006,99,11,132100,969
2006,99,11,132200,1347
2006,99,11,132300,1011
2006,99,11,132400,504
2006,99,11,132500,1155
2006,99,11,132600,930
2006,99,11,132700,966
2006,99,11,132800,1173
2006,99,11,132900,966
2006,99,11,133000,1296
2006,99,11,133100,813
2006,99,11,133200,591
2006,99,11,133300,480
2006,99,11,133400,930
2006,99,11,133500,561
2006,99,11,133600,1269
2006,99,11,133700,471
2006,99,11,133800,420
2006,99,11,133900,81
2006,99,11,134000,813
2006,99,11,134100,507
2006,99,11,134200,1140
2006,99,11,134300,738
2006,99,11,134400,1026
2006,99,11,134500,1185
2006,99,11,134600,849
2006,99,11,134700,1011
2006,99,11,134800,69
2006,99,11,134900,927
2006,99,11,135000,1215
2006,99,11,135100,723
2006,99,11,135200,705
2006,99,11,135300,615
2006,99,11,135400,990
2006,99,11,135500,1017
2006,99,11,135600,930
2006,99,11,135700,705
2006,99,11,135800,627
2006,99,11,135900,561
2006,99,11,136000,1353
2006,99,11,136100,567
2006,99,11,136200,576
2006,99,11,136300,1257
2006,99,11,136400,1497
2006,99,11,136500,1449
2006,99,11,136600,861
2006,99,11,136700,1341
2006,99,11,136800,645
2006,99,11,136900,750
2006,99,11,137000,789
2006,99,11,137100,663
2006,99,11,137200,1068
2006,99,11,137300,639
2006,99,11,137400,1341
2006,99,11,137500,813
2006,99,11,137600,726
2006,99,11,137700,315
2006,99,11,137800,1320
2006,99,11,137900,849
2006,99,11,138000,1083
2006,99,11,138100,1041
2006,99,11,138200,1173
2006,99,11,138300,1212
2006,99,11,138400,1122
2006,99,11,138500,993
2006,99,11,138600,618
2006,99,11,138700,1065
2006,99,11,138800,30
2006,99,11,138900,1284
2006,99,11,139000,996
2006,99,11,139100,588
2006,99,11,139200,1059
2006,99,11,139300,918
2006,99,11,139400,924
2006,99,11,139500,714
2006,99,11,139600,807
2006,99,11,139700,1263
2006,99,11,139800,1233
2006,99,11,139900,1239
2006,99,11,140000,1383
2006,99,11,140100,1041
2006,99,11,140200,1128
2006,99,11,140300,972
2006,99,11,140400,864
2006,99,11,140500,1218
2006,99,11,140600,642
2006,99,11,140700,591
2006,99,11,140800,1203
2006,99,11,140900,1305
2006,99,11,141000,1290
2006,99,11,141100,1680
2006,99,11,141200,501
2006,99,11,141300,1002
2006,99,11,141400,..C
2006,99,11,141500,741
2006,99,11,141600,975
2006,99,11,141700,774
2006,99,11,141800,1680
2006,99,11,141900,879
2006,99,11,142000,972
2006,99,11,142100,978
2006,99,11,142200,1347
2006,99,11,142300,888
2006,99,11,142400,930
2006,99,11,142500,558
2006,99,11,142600,783
2006,99,11,142700,1323
2006,99,11,142800,1677
2006,99,11,142900,624
2006,99,11,143000,1488
2006,99,11,143100,1347
2006,99,11,143200,963
2006,99,11,143300,1059
2006,99,11,143400,1038
2006,99,11,143500,1443
2006,99,11,143600,819
2006,99,11,143700,990
2006,99,11,143800,1167
2006,99,11,143900,789
2006,99,11,144000,1368
2006,99,11,144100,1251
2006,99,11,144200,48
2006,99,11,144300,1296
2006,99,11,144400,1155
2006,99,11,144500,1032
2006,99,11,144600,603
2006,99,11,144700,1131
2006,99,11,144800,909
2006,99,11,144900,..C
2006,99,11,145000,1179
2006,99,11,145100,1329
2006,99,11,145200,822
2006,99,11,145300,855
2006,99,11,145400,60
2006,99,11,145500,270
2006,99,11,145600,1071
2006,99,11,145700,..C
2006,99,11,145800,1080
2006,99,11,145900,228
2006,99,11,146000,741
2006,99,11,146100,1137
2006,99,11,146200,1176
2006,99,11,146300,1251
2006,99,11,146400,1023
2006,99,11,146500,786
2006,99,11,146600,807
2006,99,11,146700,72
2006,99,11,146800,954
2006,99,11,146900,534
2006,99,11,147000,1164
2006,99,11,147100,1110
2006,99,11,147200,1329
2006,99,11,147300,12
2006,99,11,147400,30
2006,99,11,147500,855
2006,99,11,147600,744
2006,99,11,147700,..C
2006,99,11,147800,921
2006,99,11,147900,180
2006,99,11,148000,753
2006,99,11,148100,1113
2006,99,11,148200,546
2006,99,11,148300,585
2006,99,11,148400,846
2006,99,11,148500,417
2006,99,11,148600,462
2006,99,11,148700,717
2006,99,11,148800,627
2006,99,11,148900,825
2006,99,11,149000,1299
2006,99,11,149100,612
2006,99,11,149200,1149
2006,99,11,149300,912
2006,99,11,149400,615
2006,99,11,149500,732
2006,99,11,149600,6
2006,99,11,149700,1215
2006,99,11,149800,945
2006,99,11,149900,945
2006,99,11,150000,702
2006,99,11,150100,273
2006,99,11,150200,732
2006,99,11,150300,1008
2006,99,11,150400,1251
2006,99,11,150500,810
2006,99,11,150600,1230
2006,99,11,150700,858
2006,99,11,150800,711
2006,99,11,150900,513
2006,99,11,151000,666
2006,99,11,151100,516
2006,99,11,151200,669
2006,99,11,151300,1575
2006,99,11,151400,966
2006,99,11,151500,993
2006,99,11,151600,684
2006,99,11,151700,390
2006,99,11,151800,789
2006,99,11,151900,1005
2006,99,11,152000,1056
2006,99,11,152100,669
2006,99,11,152200,861
2006,99,11,152300,81
2006,99,11,152400,1194
2006,99,11,152500,555
2006,99,11,152600,369
2006,99,11,152700,..C
2006,99,11,152800,672
2006,99,11,152900,708
2006,99,11,153000,405
2006,99,11,153100,849
2006,99,11,153200,336
2006,99,11,153300,780
2006,99,11,153400,1419
2006,99,11,153500,654
2006,99,11,153600,441
2006,99,11,153700,945
2006,99,11,153800,1407
2006,99,11,153900,702
2006,99,11,154000,1227
2006,99,11,154100,843
2006,99,11,154200,1053
2006,99,11,154300,927
2006,99,11,154400,558
2006,99,11,154500,729
2006,99,11,154600,..C
2006,99,11,154700,579
2006,99,11,154800,1161
2006,99,11,154900,1461
2006,99,11,155000,936
2006,99,11,155100,777
2006,99,11,155200,783
2006,99,11,155300,561
2006,99,11,155400,930
2006,99,11,155500,336
2006,99,11,155600,1068
2006,99,11,155700,759
2006,99,11,155800,852
2006,99,11,155900,804
2006,99,11,156000,48
2006,99,11,156100,609
2006,99,11,156200,1077
2006,99,11,156300,687
2006,99,11,156400,225
2006,99,11,156500,951
2006,99,11,156600,630
2006,99,11,156700,585
2006,99,11,156800,456
2006,99,11,156900,561
2006,99,11,157000,651
2006,99,11,157100,819
2006,99,11,157200,465
2006,99,11,157300,135
2006,99,11,157400,672
2006,99,11,157500,768
2006,99,11,157600,66
2006,99,11,157700,918
2006,99,11,157800,36
2006,99,11,157900,990
2006,99,11,158000,444
2006,99,11,158100,12
2006,99,11,158200,15
2006,99,11,158300,564
2006,99,11,158400,894
2006,99,11,158500,1062
2006,99,11,158600,51
2006,99,11,158700,714
2006,99,11,158800,738
2006,99,11,158900,249
2006,99,11,159000,696
2006,99,11,159100,807
2006,99,11,159200,984
2006,99,11,159300,939
2006,99,11,159400,489
2006,99,11,159500,705
2006,99,11,159600,663
2006,99,11,159700,483
2006,99,11,159800,414
2006,99,11,159900,711
2006,99,11,160000,849
2006,99,11,160100,918
2006,99,11,160200,828
2006,99,11,160300,879
2006,99,11,160400,783
2006,99,11,160500,768
2006,99,11,160600,1017
2006,99,11,160700,954
2006,99,11,160800,702
2006,99,11,160900,1005
2006,99,11,161000,642
2006,99,11,161100,978
2006,99,11,161200,531
2006,99,11,161300,828
2006,99,11,161400,795
2006,99,11,161500,678
2006,99,11,161600,558
2006,99,11,161700,18
2006,99,11,161800,795
2006,99,11,161900,765
2006,99,11,162000,594
2006,99,11,162100,189
2006,99,11,162200,456
2006,99,11,162300,396
2006,99,11,162400,675
2006,99,11,162500,168
2006,99,11,162600,276
2006,99,11,162700,687
2006,99,11,162800,603
2006,99,11,162900,471
2006,99,11,163000,1182
2006,99,11,163100,1038
2006,99,11,163200,1092
2006,99,11,163300,636
2006,99,11,163400,57
2006,99,11,163500,1092
2006,99,11,163600,762
2006,99,11,163700,981
2006,99,11,163800,510
2006,99,11,163900,561
2006,99,11,164000,852
2006,99,11,164100,66
2006,99,11,164200,777
2006,99,11,164300,378
2006,99,11,164400,840
2006,99,11,164500,798
2006,99,11,164600,852
2006,99,11,164700,300
2006,99,11,164800,510
2006,99,11,164900,270
2006,99,11,165000,465
2006,99,11,165100,624
2006,99,11,165200,369
2006,99,11,165300,1335
2006,99,11,165400,132
2006,99,11,165500,1305
2006,99,11,165600,273
2006,99,11,165700,600
2006,99,11,165800,792
2006,99,11,165900,711
2006,99,11,166000,111
2006,99,11,166100,462
2006,99,11,166200,321
2006,99,11,166300,549
2006,99,11,166400,534
2006,99,11,166500,615
2006,99,11,166600,9
2006,99,11,166700,678
2006,99,11,166800,..C
2006,99,11,166900,597
2006,99,11,167000,468
2006,99,11,167100,1218
2006,99,11,167200,777
2006,99,11,167300,177
2006,99,11,167400,459
2006,99,11,167500,201
2006,99,11,167600,912
2006,99,11,167700,456
2006,99,11,167800,1323
2006,99,11,167900,78
2006,99,11,168000,258
2006,99,11,168100,603
2006,99,11,168200,435
2006,99,11,168300,393
2006,99,11,168400,183
2006,99,11,168500,1701
2006,99,11,168600,288
2006,99,11,168700,405
2006,99,11,168800,480
2006,99,11,168900,480
2006,99,11,169000,513
2006,99,11,169100,651
2006,99,11,169200,1590
2006,99,11,169300,717
2006,99,11,169400,594
2006,99,11,169500,486
2006,99,11,169600,846
2006,99,11,169700,906
2006,99,11,169800,297
2006,99,11,169900,456
2006,99,11,170000,702
2006,99,11,170100,483
2006,99,11,170200,444
2006,99,11,170300,519
2006,99,11,170400,282
2006,99,11,170500,174
2006,99,11,170600,414
2006,99,11,170700,486
2006,99,11,170800,354
2006,99,11,170900,630
2006,99,11,171000,..C
2006,99,11,171100,372
2006,99,11,171200,765
2006,99,11,171300,303
2006,99,11,171400,906
2006,99,11,171500,1461
2006,99,11,171600,1104
2006,99,11,171700,573
2006,99,11,171800,738
2006,99,11,171900,600
2006,99,11,172000,435
2006,99,11,172100,852
2006,99,11,172200,435
2006,99,11,172300,474
2006,99,11,172400,540
2006,99,11,172500,120
2006,99,11,172600,177
2006,99,11,172700,171
2006,99,11,172800,618
2006,99,11,172900,243
2006,99,11,173000,375
2006,99,11,173100,531
2006,99,11,173200,765
2006,99,11,173300,624
2006,99,11,173400,513
2006,99,11,173500,495
2006,99,11,173600,489
2006,99,11,173700,474
2006,99,11,173800,534
2006,99,11,173900,1530
2006,99,11,174000,1008
2006,99,11,174100,1005
2006,99,11,174200,576
2006,99,11,174300,429
2006,99,11,174400,426
2006,99,11,174500,432
2006,99,11,174600,426
2006,99,11,174700,321
2006,99,11,174800,399
2006,99,11,174900,1143
2006,99,11,175000,1452
2006,99,11,175100,288
2006,99,11,175200,90
2006,99,11,175300,72
2006,99,11,175400,117
2006,99,11,175500,45
2006,99,11,175600,42
2006,99,11,175700,675
2006,99,11,175800,1389
2006,99,11,175900,762
2006,99,11,176000,816
2006,99,11,176100,237
2006,99,11,176200,1311
2006,99,11,176300,39
2006,99,11,176400,957
2006,99,11,176500,909
2006,99,11,176600,825
2006,99,11,176700,318
2006,99,11,176800,942
2006,99,11,176900,531
2006,99,11,177000,729
2006,99,11,177100,1197
2006,99,11,177200,1353
2006,99,11,177300,837
2006,99,11,177400,855
2006,99,11,177500,615
2006,99,11,177600,798
2006,99,11,177700,1128
2006,99,11,177800,825
2006,99,11,177900,1419
2006,99,11,178000,1266
2006,99,11,178100,1311
2006,99,11,178200,1335
2006,99,11,178300,873
2006,99,11,178400,669
2006,99,11,178500,999
2006,99,11,178600,330
2006,99,11,178700,522
2006,99,11,178800,996
2006,99,11,178900,219
2006,99,11,179000,51
2006,99,11,179100,822
2006,99,11,179200,102
2006,99,11,179300,1191
2006,99,11,179400,342
2006,99,11,179500,1239
2006,99,11,179600,1179
2006,99,11,179700,1173
2006,99,11,179800,591
2006,99,11,179900,843
2006,99,11,180000,669
2006,99,11,180100,783
2006,99,11,180200,1323
2006,99,11,180300,759
2006,99,11,180400,633
2006,99,11,180500,732
2006,99,11,180600,780
2006,99,11,180700,906
2006,99,11,180800,681
2006,99,11,180900,723
2006,99,11,181000,753
2006,99,11,181100,675
2006,99,11,181200,939
2006,99,11,181300,102
2006,99,11,181400,414
2006,99,11,181500,450
2006,99,11,181600,408
2006,99,11,181700,360
2006,99,11,181800,429
2006,99,11,181900,357
2006,99,11,182000,213
2006,99,11,182100,414
2006,99,11,182200,315
2006,99,11,182300,195
2006,99,11,182400,168
2006,99,11,182500,615
2006,99,11,182600,66
2006,99,11,182700,924
2006,99,11,182800,1023
2006,99,11,182900,60
2006,99,11,183000,231
2006,99,11,183100,264
2006,99,11,183200,453
2006,99,11,183300,369
2006,99,11,183400,435
2006,99,11,183500,462
2006,99,11,183600,657
2006,99,11,183700,501
2006,99,11,183800,810
2006,99,11,183900,723
2006,99,11,184000,567
2006,99,11,184100,165
2006,99,11,184200,669
2006,99,11,184300,543
2006,99,11,184400,576
2006,99,11,184500,132
2006,99,11,184600,498
2006,99,11,184700,141
2006,99,11,184800,702
2006,99,11,184900,240
2006,99,11,185000,273
2006,99,11,185100,..C
2006,99,11,185200,381
2006,99,11,185300,408
2006,99,11,185400,354
2006,99,11,185500,1038
2006,99,11,185600,585
2006,99,11,185700,336
2006,99,11,185800,783
2006,99,11,185900,783
2006,99,11,186000,1545
2006,99,11,186100,411
2006,99,11,186200,687
2006,99,11,186300,297
2006,99,11,186400,738
2006,99,11,186500,759
2006,99,11,186600,804
2006,99,11,186700,363
2006,99,11,186800,1014
2006,99,11,186900,..C
2006,99,11,187000,477
2006,99,11,187100,381
2006,99,11,187200,480
2006,99,11,187300,927
2006,99,11,187400,708
2006,99,11,187500,468
2006,99,11,187600,30
2006,99,11,187700,879
2006,99,11,187800,495
2006,99,11,187900,633
2006,99,11,188000,405
2006,99,11,188100,..C
2006,99,11,188200,357
2006,99,11,188300,519
2006,99,11,188400,555
2006,99,11,188500,801
2006,99,11,188600,186
2006,99,11,188700,561
2006,99,11,188800,873
2006,99,11,188900,1023
2006,99,11,189000,846
2006,99,11,189100,972
2006,99,11,189200,711
2006,99,11,189300,792
2006,99,11,189400,246
2006,99,11,189500,6
2006,99,11,189600,246
2006,99,11,189700,1272
2006,99,11,189800,57
2006,99,11,189900,33
2006,99,11,190000,..C
2006,99,11,190100,93
2006,99,11,190200,978
2006,99,11,190300,675
2006,99,11,190400,252
2006,99,11,190500,951
2006,99,11,190600,1485
2006,99,11,190700,..C
2006,99,11,190800,81
2006,99,11,190900,927
2006,99,11,191000,834
2006,99,11,191100,246
2006,99,11,191200,699
2006,99,11,191300,552
2006,99,11,191400,591
2006,99,11,191500,351
2006,99,11,191600,495
2006,99,11,191700,645
2006,99,11,191800,612
2006,99,11,191900,966
2006,99,11,192000,816
2006,99,11,192100,1614
2006,99,11,192200,..C
2006,99,11,192300,447
2006,99,11,192400,402
2006,99,11,192500,936
2006,99,11,192600,1095
2006,99,11,192700,..C
2006,99,11,192800,1287
2006,99,11,192900,885
2006,99,11,193000,399
2006,99,11,193100,1197
2006,99,11,193200,1731
2006,99,11,193300,1377
2006,99,11,193400,861
2006,99,11,193500,1215
2006,99,11,193600,960
2006,99,11,193700,1086
2006,99,11,193800,1101
2006,99,11,193900,72
2006,99,11,194000,873
2006,99,11,194100,591
2006,99,11,194200,318
2006,99,11,194300,1077
2006,99,11,194400,786
2006,99,11,194500,69
2006,99,11,194600,1284
2006,99,11,194700,291
2006,99,11,194800,1878
2006,99,11,194900,1200
2006,99,11,195000,201
2006,99,11,195100,48
2006,99,11,195200,1347
2006,99,11,195300,759
2006,99,11,195400,789
2006,99,11,195500,1026
2006,99,11,195600,195
2006,99,11,195700,294
2006,99,11,195800,1392
2006,99,11,195900,1047
2006,99,11,196000,1152
2006,99,11,196100,144
2006,99,11,196200,1125
2006,99,11,196300,468
2006,99,11,196400,768
2006,99,11,196500,141
2006,99,11,196600,912
2006,99,11,196700,798
2006,99,11,196800,894
2006,99,11,196900,444
2006,99,11,197000,993
2006,99,11,197100,1233
2006,99,11,197200,909
2006,99,11,197300,528
2006,99,11,197400,717
2006,99,11,197500,735
2006,99,11,197600,18
2006,99,11,197700,537
2006,99,11,197800,45
2006,99,11,197900,513
2006,99,11,198000,357
2006,99,11,198100,573
2006,99,11,198200,471
2006,99,11,198300,..C
2006,99,11,198400,501
2006,99,11,198500,351
2006,99,11,198600,636
2006,99,11,198700,723
2006,99,11,198800,624
2006,99,11,198900,588
2006,99,11,199000,687
2006,99,11,199100,810
2006,99,11,199200,846
2006,99,11,199300,60
2006,99,11,199400,624
2006,99,11,199500,669
2006,99,11,199600,654
2006,99,11,199700,669
2006,99,11,199800,408
2006,99,11,199900,510
2006,99,11,200000,537
2006,99,11,200100,162
2006,99,11,200200,555
2006,99,11,200300,873
2006,99,11,200400,294
2006,99,11,200500,1056
2006,99,11,200600,684
2006,99,11,200700,600
2006,99,11,200800,816
2006,99,11,200900,897
2006,99,11,201000,498
2006,99,11,201100,108
2006,99,11,201200,654
2006,99,11,201300,282
2006,99,11,201400,903
2006,99,11,201500,1107
2006,99,11,201600,579
2006,99,11,201700,702
2006,99,11,201800,600
2006,99,11,201900,309
2006,99,11,202000,615
2006,99,11,202100,378
2006,99,11,202200,606
2006,99,11,202300,681
2006,99,11,202400,480
2006,99,11,202500,468
2006,99,11,202600,1038
2006,99,11,202700,1281
2006,99,11,202800,1170
2006,99,11,202900,1026
2006,99,11,203000,510
2006,99,11,203100,408
2006,99,11,203200,1224
2006,99,11,203300,..C
2006,99,11,203400,495
2006,99,11,203500,669
2006,99,11,203600,564
2006,99,11,203700,1056
2006,99,11,203800,51
2006,99,11,203900,1317
2006,99,11,204000,..C
2006,99,11,204100,522
2006,99,11,204200,633
2006,99,11,204300,354
2006,99,11,204400,1197
2006,99,11,204500,438
2006,99,11,204600,123
2006,99,11,204700,516
2006,99,11,204800,711
2006,99,11,204900,396
2006,99,11,205000,384
2006,99,11,205100,540
2006,99,11,205200,684
2006,99,11,205300,393
2006,99,11,205400,885
2006,99,11,205500,177
2006,99,11,205600,357
2006,99,11,205700,414
2006,99,11,205800,705
2006,99,11,205900,462
2006,99,11,206000,840
2006,99,11,206100,765
2006,99,11,206200,417
2006,99,11,206300,660
2006,99,11,206400,783
2006,99,11,206500,534
2006,99,11,206600,654
2006,99,11,206700,780
2006,99,11,206800,117
2006,99,11,206900,735
2006,99,11,207000,936
2006,99,11,207100,708
2006,99,11,207200,684
2006,99,11,207300,528
2006,99,11,207400,471
2006,99,11,207500,..C
2006,99,11,207600,333
2006,99,11,207700,270
2006,99,11,207800,1602
2006,99,11,207900,495
2006,99,11,208000,648
2006,99,11,208100,381
2006,99,11,208200,417
2006,99,11,208300,741
2006,99,11,208400,384
2006,99,11,208500,231
2006,99,11,208600,291
2006,99,11,208700,453
2006,99,11,208800,567
2006,99,11,208900,57
2006,99,11,209000,732
2006,99,11,209100,708
2006,99,11,209200,756
2006,99,11,209300,108
2006,99,11,209400,669
2006,99,11,209500,669
2006,99,11,209600,666
2006,99,11,209700,900
2006,99,11,209800,699
2006,99,11,209900,996
2006,99,11,210000,1107
2006,99,11,210100,78
2006,99,11,210200,624
2006,99,11,210300,678
2006,99,11,210400,405
2006,99,11,210500,195
2006,99,11,210600,840
2006,99,11,210700,864
2006,99,11,210800,762
2006,99,11,210900,921
2006,99,11,211000,969
2006,99,11,211100,771
2006,99,11,211200,369
2006,99,11,211300,744
2006,99,11,211400,471
2006,99,11,211500,630
2006,99,11,211600,195
2006,99,11,211700,657
2006,99,11,211800,930
2006,99,11,211900,1104
2006,99,11,212000,231
2006,99,11,212100,525
2006,99,11,212200,417
2006,99,11,212300,684
2006,99,11,212400,216
2006,99,11,212500,..C
2006,99,11,212600,504
2006,99,11,212700,..C
2006,99,11,212800,69
2006,99,11,212900,381
2006,99,11,213000,531
2006,99,11,213100,639
2006,99,11,213200,951
2006,99,11,213300,1101
2006,99,11,213400,1149
2006,99,11,213500,738
2006,99,11,213600,612
2006,99,11,213700,1101
2006,99,11,213800,636
2006,99,11,213900,684
2006,99,11,214000,585
2006,99,11,214100,531
2006,99,11,214200,621
2006,99,11,214300,171
2006,99,11,214400,828
2006,99,11,214500,828
2006,99,11,214600,855
2006,99,11,214700,780
2006,99,11,214800,633
2006,99,11,214900,1161
2006,99,11,215000,1185
2006,99,11,215100,945
2006,99,11,215200,1029
2006,99,11,215300,1062
2006,99,11,215400,549
2006,99,11,215500,303
2006,99,11,215600,828
2006,99,11,215700,774
2006,99,11,215800,1011
2006,99,11,215900,747
2006,99,11,216000,651
2006,99,11,216100,681
2006,99,11,216200,15
2006,99,11,216300,1338
2006,99,11,216400,267
2006,99,11,216500,507
2006,99,11,216600,774
2006,99,11,216700,558
2006,99,11,216800,936
2006,99,11,216900,1023
2006,99,11,217000,510
2006,99,11,217100,624
